id,service_request_id,service_request_parent_id,date_requested,case_age_days,service_name,case_record_type,date_updated,status,lat,lng,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description,urgent
284,2475505,,2019-01-02T06:22:00,28,Traffic Signal Timing Issue,TSW,2019-01-30T00:00:00,Closed,32.76303,-117.106,9,58,Mid-City:Kensington-Talmadge,KENSINGTON NP,Mobile,,South east crossing signal button does not trigger the crosswalk for pedestrians,no
285,2475506,,2019-01-02T06:31:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.94558,-117.225,1,21,Carmel Valley,,Phone,,,no
286,2475507,,2019-01-02T06:34:00,27,Damaged Container,ESD Complaint/Report,2019-01-29T00:00:00,Closed,32.73782,-117.244,2,30,Peninsula,,Phone,,,no
288,2475509,,2019-01-02T06:37:00,9,Recycling Contamination,ESD Complaint/Report,2019-01-11T00:00:00,Closed,32.74837,-117.245,2,23,Ocean Beach,,Phone,,,no
289,2475510,,2019-01-02T06:44:00,9,Damaged Container,ESD Complaint/Report,2019-01-11T00:00:00,Closed,32.74294,-117.246,2,23,Ocean Beach,,Phone,,,no
290,2475512,,2019-01-02T06:46:00,9,Damaged Container,ESD Complaint/Report,2019-01-11T00:00:00,Closed,32.7441,-117.247,2,23,Ocean Beach,,Phone,,,no
291,2475513,,2019-01-02T06:47:00,7,Damaged Container,ESD Complaint/Report,2019-01-09T00:00:00,Closed,32.74343,-117.247,2,23,Ocean Beach,,Phone,,,no
293,2475515,2468859,2019-01-02T06:50:00,22,Graffiti Removal,TSW,2019-01-24T00:00:00,Closed,32.96437,-117.092,5,5,Sabre Springs,,Mobile,,Graphitti saying Hillside Strangler on stop sign at bus station,no
294,2475517,,2019-01-02T07:02:00,12,72 Hour Violation,Parking,2019-01-14T00:00:00,Closed,32.75057,-117.231,2,30,Peninsula,,Mobile,,Abandoned Vehicle,no
295,2475518,,2019-01-02T07:02:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.80744,-117.016,7,20,Navajo,,Web,,Numerous potholes in front of 8482 & 8492 Highwood Dr.,no
296,2475519,,2019-01-02T07:03:00,5,Illegal Dumping,ESD Complaint/Report,2019-01-07T00:00:00,Closed,32.73902,-117.254,2,23,Ocean Beach,,Mobile,,Illegal dumping constantly behind apartment complex,no
298,2475523,,2019-01-02T07:14:00,5,Graffiti Removal - Code Enforcement,TSW,2019-01-07T00:00:00,Closed,32.75003,-117.102,9,56,Mid-City:City Heights,,Mobile,,,no
299,2475524,,2019-01-02T07:15:00,0,Citizen Contact,Parking,2019-01-02T00:00:00,Closed,32.79139,-117.251,2,27,Pacific Beach,,Mobile,,Van owner belongings blocking sidewalk. He is living in this van and using the sidewalk to store his stuff,no
300,2475525,,2019-01-02T07:25:00,3,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.80681,-117.075,7,20,Navajo,,Phone,,MIssed trash,no
302,2475527,,2019-01-02T07:27:00,0,Potential Missed Collection,ESD Complaint/Report,2019-01-02T00:00:00,Closed,33.02285,-117.065,5,31,Rancho Bernardo,,Phone,,,no
304,2475529,,2019-01-02T07:31:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.73224,-117.251,2,30,Peninsula,,Phone,,,no
305,2475530,,2019-01-02T07:33:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.79243,-117.078,7,20,Navajo,,Mobile,,There is an abandoned and stripped boat that has been parked in the alley for several weeks.,no
306,2475531,,2019-01-02T07:35:00,0,Out Late,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.92604,-117.059,5,34,Scripps Miramar Ranch,,Phone,,"trash put out late, multiple neighbors, street is being slurried",no
307,2475532,,2019-01-02T07:36:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.67829,-117.068,4,44,Skyline-Paradise Hills,,Mobile,,Truck been parked for over 11 days,no
308,2475534,,2019-01-02T07:36:00,2,Pothole,TSW,2019-01-04T00:00:00,Closed,32.7576,-117.079,9,57,Mid-City:Eastern Area,,Mobile,,Potholes near south crosswalk on 54th St. & El Cajon Blvd.,no
309,2475535,,2019-01-02T07:37:00,1,Out Late,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.71996,-117.236,2,30,Peninsula,,Phone,,greens out late,no
310,2475536,,2019-01-02T07:37:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.74894,-117.101,9,56,Mid-City:City Heights,,Mobile,,"This blue car has been on the street, wrapped in foil for weeks. Please remove it.",no
311,2475537,,2019-01-02T07:41:00,13,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.7699,-117.078,9,38,College Area,,Web,,Car has been parked in this spot for about a week.,no
312,2475538,,2019-01-02T07:42:00,,Other,TSW,,Referred,32.74446,-117.233,2,30,Peninsula,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,Homeless camp and tons of garbage in the canyon behind sea colony . I couldn't get a picture because it was to hidden behind the trees I saw it when walking my dog in the back of sea colony . It's a mess .,no
313,2475539,,2019-01-02T07:45:00,1,Out Late,ESD Complaint/Report,2019-01-03T00:00:00,Closed,33.02639,-117.075,5,31,Rancho Bernardo,,Phone,,put trash out late,no
314,2475540,,2019-01-02T07:46:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.81177,-117.153,6,50,Kearny Mesa,,Web,,parked on the street for months with broken winshield,no
315,2475541,2467397,2019-01-02T07:47:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.73962,-117.106,9,56,Mid-City:City Heights,,Mobile,,Abandoned car here for months flat tire,no
316,2475542,,2019-01-02T07:48:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.79951,-117.091,7,20,Navajo,,Web,,Motorhome parked on street for more than 72 hours.,no
317,2475543,,2019-01-02T07:50:00,16,72 Hour Violation,Parking,2019-01-18T00:00:00,Closed,32.76498,-117.196,2,12,Linda Vista,,Mobile,,Vehicle continually parked on Reilly St. in violation of the 72 hr limit.,no
318,2475544,2466797,2019-01-02T07:51:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.74605,-117.163,3,42,Uptown,,Web,,"Parked unmoved for more than 72 hours (weeks and weeks). 5th time reported, still unmoved. Front tires not curbed, on a hill.",no
323,2475550,,2019-01-02T08:06:00,27,Paint Curb - Maintain,TSW,2019-01-29T00:00:00,Closed,32.74946,-117.105,9,56,Mid-City:City Heights,,Web,,Please repaint MTS Bus Zone 7 Red faded badly. All red zone directly in front of MKT Pharmacy to corner intersection south curbside. Please evaluate all corners at this immediate intersection Marlborough & University Ave. Thank you!,no
324,2475551,2408097,2019-01-02T08:07:00,16,Illegal Dumping,ESD Complaint/Report,2019-01-18T00:00:00,Closed,32.71485,-117.156,3,4,Downtown,,Mobile,,,no
325,2475553,,2019-01-02T08:11:00,55,Graffiti Removal,TSW,2019-02-26T00:00:00,Closed,32.69656,-117.113,9,37,Southeastern San Diego,,Crew/Self Generated,,,no
326,2475554,,2019-01-02T08:13:00,40,Graffiti Removal,TSW,2019-02-11T00:00:00,Closed,32.69648,-117.113,9,37,Southeastern San Diego,,Crew/Self Generated,,,no
329,2475561,,2019-01-02T08:24:00,3,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.83234,-117.277,1,10,La Jolla,,Email,,,no
330,2475562,,2019-01-02T08:26:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.87272,-117.249,1,10,La Jolla,,Phone,,,no
331,2475563,,2019-01-02T08:26:00,0,Out Late,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.99303,-117.086,5,29,Rancho Penasquitos,,Phone,,"out late, requesting for pick up please.",no
332,2475564,,2019-01-02T08:26:00,3,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,,,,,,,Email,,,no
333,2475565,,2019-01-02T08:26:00,251,Tree Trimming Contract,TSW,2019-09-10T00:00:00,Closed,32.84107,-117.282,1,10,La Jolla,,Web,,"These palms are located at 300 coast Blvd, the are not property of the Parks Department and need to be trimmed.",no
334,2475567,2438787,2019-01-02T08:30:00,51,Illegal Dumping,ESD Complaint/Report,2019-02-22T00:00:00,Closed,32.88968,-117.172,6,15,Mira Mesa,,Mobile,,,no
335,2475569,,2019-01-02T08:30:00,0,Out Late,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.99588,-117.086,5,29,Rancho Penasquitos,,Phone,,put the trash out late,no
336,2475571,,2019-01-02T08:35:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,33.01833,-117.096,5,31,Rancho Bernardo,,Mobile,,Trailer in No Parking Zone,no
337,2475573,,2019-01-02T08:38:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.83257,-117.263,1,10,La Jolla,,Phone,,Missed recycling,no
338,2475574,2404632,2019-01-02T08:38:00,15,Homeless Encampment,ESD Complaint/Report,2019-01-17T00:00:00,Closed,32.7138,-117.171,3,4,Downtown,,Mobile,,,no
339,2475575,,2019-01-02T08:39:00,5,Graffiti Removal - Code Enforcement,TSW,2019-01-07T00:00:00,Closed,32.74848,-117.159,3,42,Uptown,,Mobile,,,no
340,2475576,,2019-01-02T08:42:00,104,Litter,ESD Complaint/Report,2019-04-16T00:00:00,Closed,32.74936,-117.149,3,42,Uptown,,Mobile,,tub of trash on the street blocking parking spots,no
341,2475577,,2019-01-02T08:46:00,1,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.69724,-117.115,9,37,Southeastern San Diego,,Web,,Car has been parked for over two weeks and it?s damaged in the front,no
342,2475579,,2019-01-02T08:46:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.73653,-117.253,2,23,Ocean Beach,,Web,,Car has been parked there for more than a week. I do not recognize this car as being owned by a person who lives on this street.,no
343,2475580,2469680,2019-01-02T08:46:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.91963,-117.146,6,15,Mira Mesa,,Web,,trailer parked with junk in it and not hooked up to a vehicle. trailer parked across from 8270 Valdosta ave,no
344,2475581,,2019-01-02T08:46:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.75824,-117.149,3,42,Uptown,,Web,,Parked here for more than a week,no
345,2475582,,2019-01-02T08:46:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.73745,-117.25,2,23,Ocean Beach,,Web,,This car has been parked in front of 4656/4664 Orchard since around December 20. It has no front plate and was last registered in Nevada 10 years ago (2009) according to plate sticker.,no
347,2475587,,2019-01-02T08:49:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,33.02977,-117.078,5,31,Rancho Bernardo,,Web,,Truck has been parked for 7 days.,no
348,2475589,2474734,2019-01-02T08:50:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.72202,-117.244,2,30,Peninsula,,Mobile,,RV has been parked for over 72 hours and illegally parks/sleep at night on a public street. This is illegal! We all pay high property taxes and high rent to live in this community. People are trying to sell their homes and we got a trailer park forming on our public streets. This is becoming a public nuisance and is lowering property value. Please help!,no
349,2475592,,2019-01-02T08:51:00,,Sidewalk Repair Issue,TSW,,Referred,32.70975,-117.158,3,4,Downtown,,Mobile,This report has been referred to appropriate department or agency at EHabib@sandiego.gov,"I believe it was Cox utility that recently came through and tore up sections of the sidewalk along this part of J St. They did not return the sidewalk to its original condition. All of downtown sidewalks in this area are pebbled squares. This repair and others like it along this sidewalk are giant, contiguous pours. It does not match the rest of the sidewalk aesthetically. Concerned about the structural integrity and the fact that it may crack and break up over time.",no
350,2475593,,2019-01-02T08:52:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.81576,-117.217,2,6,Clairemont Mesa,,Web,,Person regularly parks in Fire Zone- sometimes for days at a time No license plates on vehicle,no
351,2475595,,2019-01-02T08:55:00,0,Oversized Vehicle Complaints,Parking,2019-01-02T00:00:00,Closed,32.82679,-117.19,6,6,Clairemont Mesa,,Web,,The motorhome has been parked on the street since at least Monday last. People may be sleeping inside overnight.,no
352,2475596,,2019-01-02T08:58:00,1,Traffic Signal On Flash,TSW,2019-01-03T00:00:00,Closed,32.71214,-117.049,4,44,Skyline-Paradise Hills,,Phone,,ON FLASH,no
353,2475597,,2019-01-02T08:58:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.92812,-117.14,6,15,Mira Mesa,,Mobile,,,no
354,2475598,,2019-01-02T08:58:00,0,Missed Collection,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.73148,-117.224,2,30,Peninsula,,Phone,,Missed Trash,no
355,2475599,,2019-01-02T08:59:00,27,72 Hour Violation,Parking,2019-01-29T00:00:00,Closed,32.69507,-117.114,9,37,Southeastern San Diego,,Web,,Vehicle has been parked on the same spot for 2 weeks. Car now has a flat tire,no
356,2475600,,2019-01-02T08:59:00,0,Missed Collection,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.81739,-117.254,1,10,La Jolla,,Phone,,,no
358,2475603,2471093,2019-01-02T09:01:00,28,Illegal Dumping,ESD Complaint/Report,2019-01-30T00:00:00,Closed,32.75792,-117.083,9,58,Mid-City:Kensington-Talmadge,,Web,,CHRONICALLY OVERFLOWING OPEN DUMPSTER AND LOOSE BULKY TRASH SCATTERED IN VICINITY OF DUMPSTER OF 6U APT.,no
359,2475604,,2019-01-02T09:01:00,,Graffiti Removal,TSW,,Referred,32.83109,-117.207,6,6,Clairemont Mesa,,Web,This report has been referred to Graffiti ? ATT Telephone Booths / Cable Box at graffiti@att.com,Graffiti on AT&T boxes here,no
360,2475605,2402075,2019-01-02T09:01:00,398,Evaluate for Resurfacing,TSW,,In Process,32.76249,-117.071,9,38,College Area,,Web,,"59th street between Adams and El Cajon Blvd. 59th street was supposed to have been resurfaced with the other streets in the neighborhood a couple years ago. All other streets in the neighborhood were resurfaced but 59th street was not. It is in very bad condition. When will this street be repaved? The homes along 59th street are $700K to $800K but the street is horrible, full of cracks, potholes, uneven, bumpy and lumpy. Why was this street skipped? Is the city waiting until it replaced the old clay main water line?",no
361,2475606,,2019-01-02T09:02:00,41,Graffiti Removal,TSW,2019-02-12T00:00:00,Closed,32.74943,-117.099,9,56,Mid-City:City Heights,,Web,,,no
362,2475607,2469424,2019-01-02T09:03:00,13,Illegal Dumping,ESD Complaint/Report,2019-01-15T00:00:00,Closed,32.74346,-117.161,3,42,Uptown,,Phone,,Couch,no
364,2475609,,2019-01-02T09:04:00,,Graffiti Removal,TSW,,Referred,32.78019,-117.102,7,20,Navajo,,Web,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,Graffiti on SDG&E box at this intersection,no
365,2475610,,2019-01-02T09:05:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.77216,-117.173,7,12,Linda Vista,,Phone,,,no
366,2475611,,2019-01-02T09:06:00,8,Graffiti Removal,TSW,2019-01-10T00:00:00,Closed,32.74926,-117.08,9,56,Mid-City:City Heights,,Web,,Graffiti on sidewalk/hill area here,no
367,2475613,,2019-01-02T09:07:00,8,Traffic Signal Light Out,TSW,2019-01-10T00:00:00,Closed,33.02876,-117.059,5,31,Rancho Bernardo,,Phone,,NWC customer unable to see red light at 7 a.m.,no
368,2475614,,2019-01-02T09:07:00,34,72 Hour Violation,Parking,2019-02-05T00:00:00,Closed,32.76999,-117.119,3,59,Mid-City:Normal Heights,,Mobile,,Abandoned vehicle,no
369,2475615,,2019-01-02T09:07:00,26,Graffiti Removal,TSW,2019-01-28T00:00:00,Closed,32.74871,-117.081,9,56,Mid-City:City Heights,,Web,,Graffiti on sidewalk/hill here,no
370,2475616,,2019-01-02T09:08:00,2,Pothole,TSW,2019-01-04T00:00:00,Closed,32.74869,-117.151,3,42,Uptown,,Mobile,,Pothole,no
371,2475617,2475236,2019-01-02T09:08:00,1,Illegal Dumping,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.76205,-117.115,3,59,Mid-City:Normal Heights,,Mobile,,Mattress thrown into alley,no
372,2475618,,2019-01-02T09:09:00,,Graffiti Removal,TSW,,Referred,32.74871,-117.074,9,57,Mid-City:Eastern Area,,Web,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,Graffiti on SDG&E box on the median here,no
373,2475621,,2019-01-02T09:10:00,11,Illegal Dumping,ESD Complaint/Report,2019-01-13T00:00:00,Closed,32.76151,-117.115,3,59,Mid-City:Normal Heights,,Mobile,,Appliances thrown into alley.,no
374,2475622,2473086,2019-01-02T09:11:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.80623,-117.124,7,35,Serra Mesa,,Web,,This is not recognized as a neighborhood truck. It has been there for more than two weeks. Trash in the back and cobwebs .,no
375,2475623,,2019-01-02T09:11:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.76999,-117.119,3,59,Mid-City:Normal Heights,,Mobile,,,no
376,2475624,,2019-01-02T09:12:00,21,Graffiti Removal,TSW,2019-01-23T00:00:00,Closed,32.74261,-117.114,9,56,Mid-City:City Heights,,Mobile,,Red gang graffiti on city sidewalk,no
377,2475627,,2019-01-02T09:13:00,1,Illegal Dumping,ESD Complaint/Report,2019-01-03T00:00:00,Closed,42.74472,-83.1963,,,,,Phone,,"mattress, and debris scattered along the alley",no
378,2475628,,2019-01-02T09:13:00,8,Traffic Signal Timing Issue,TSW,2019-01-10T00:00:00,Closed,32.91773,-117.176,6,15,Mira Mesa,,Mobile,,The light at the park entrance to Lopez Canyon Park and Recreation Center can be red for Cale Cristobal for 5 min with no apparent trigger. People are running this light. We saw two east bound while we sat at the light west bound,no
379,2475629,,2019-01-02T09:13:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.71521,-117.109,9,37,Southeastern San Diego,,Mobile,,Truck parked for ONE month!! Please help!!,no
380,2475630,,2019-01-02T09:14:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.7308,-117.093,9,56,Mid-City:City Heights,,Phone,,,no
381,2475632,,2019-01-02T09:15:00,55,Illegal Dumping,ESD Complaint/Report,2019-02-26T00:00:00,Closed,32.73955,-117.254,2,23,Ocean Beach,,Mobile,,"2 mattresses, dresser, tables, fish tank, and tons of overflowing miscellaneous trash",no
382,2475633,2468494,2019-01-02T09:15:00,1,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.56572,-116.966,8,26,Otay Mesa,,Mobile,,Truck abandoned more than 3 months and being vandalized,no
383,2475634,,2019-01-02T09:15:00,,Other,TSW,,Referred,32.56051,-116.962,8,26,Otay Mesa,,Mobile,This report has been referred to appropriate department or agency at trafficops@sandiego.gov,"Please post subject to Flooding signs in the area of LaMedia Rd & Airway Rd to notify drivers . The request came from concerned citizen that travel in the area daily , this matter need to be address as soon as possible , as the rainy season is fastly approaching San Diego.",no
384,2475637,2471755,2019-01-02T09:18:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.81444,-117.192,6,6,Clairemont Mesa,,Web,,"This Toyota Tundra has been parking in the same spot without any sign of ownership for over 11 days. (I reported it a week ago as well). If you can look it up and it's registered to someone in the neighborhood, please let me know and I will stop reporting it. But I am concerned as there are often drug use and sleeping in cars and abandoned cars on this street causing serious stress to the residents.",no
385,2475638,,2019-01-02T09:18:00,398,Illegal Dumping,ESD Complaint/Report,,In Process,32.75449,-117.151,3,42,Uptown,,Mobile,,Couch dumped in alley behind my house,no
386,2475640,,2019-01-02T09:18:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.76999,-117.119,3,59,Mid-City:Normal Heights,,Mobile,,This truck has been parked here since September,no
387,2475641,,2019-01-02T09:19:00,2,Pothole,TSW,2019-01-04T00:00:00,Closed,32.71695,-117.123,3,8,Greater Golden Hill,,Web,,There are multiple potholes in this intersection and along C street,no
388,2475643,,2019-01-02T09:19:00,5,Missed Collection,ESD Complaint/Report,2019-01-07T00:00:00,Closed,32.71695,-117.14,3,8,Greater Golden Hill,,Web,,Only recycling bin was emptied at the curb. Trash was not emptied.,no
389,2475644,,2019-01-02T09:20:00,105,Dead Animal,ESD Complaint/Report,2019-04-17T00:00:00,Closed,32.7016,-117.106,9,37,Southeastern San Diego,,Phone,,,no
390,2475645,,2019-01-02T09:20:00,1,Illegal Dumping,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.69648,-117.112,9,37,Southeastern San Diego,,Phone,,"Futon,wood case and trash can from alley row",no
391,2475646,2422264,2019-01-02T09:21:00,17,Illegal Dumping,ESD Complaint/Report,2019-01-19T00:00:00,Closed,32.74457,-117.12,3,28,North Park,,Mobile,,2 Large TV sets,no
392,2475647,,2019-01-02T09:21:00,3,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.73883,-117.253,2,23,Ocean Beach,,Phone,,,no
394,2475650,398976,2019-01-02T09:26:00,0,Illegal Dumping,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.73796,-117.105,9,56,Mid-City:City Heights,,Mobile,,Mattress dumped in canyon,no
395,2475651,,2019-01-02T09:26:00,4,Pothole,TSW,2019-01-06T00:00:00,Closed,32.67042,-117.059,4,44,Skyline-Paradise Hills,,Web,,Multiple potholes on this street.,no
396,2475653,,2019-01-02T09:27:00,8,Traffic Signal On Flash,TSW,2019-01-10T00:00:00,Closed,33.02285,-117.074,5,31,Rancho Bernardo,,Phone,,ON FLASH,no
397,2475654,,2019-01-02T09:27:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.72875,-117.253,2,30,Peninsula,,Web,,"On Monday Dec. 31, the trash truck skipped my house. We are the only house on our block with front pick up. I watched him, as he drove passed. My trash can was placed out on the night prior to pickup schedule.",no
398,2475655,,2019-01-02T09:27:00,48,Graffiti Removal - Code Enforcement,TSW,2019-02-19T00:00:00,Closed,32.74842,-117.126,3,28,North Park,,Mobile,,,no
399,2475657,,2019-01-02T09:28:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.73262,-117.252,2,30,Peninsula,,Phone,,"refuse missed, neighbors collected, requesting for pick up please.",no
400,2475659,,2019-01-02T09:28:00,1,Illegal Dumping,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.71915,-117.112,9,56,Mid-City:City Heights,,Mobile,,House hold items dumped at end of cul de sac,no
402,2475661,,2019-01-02T09:29:00,85,Illegal Dumping,ESD Complaint/Report,2019-03-28T00:00:00,Closed,32.71688,-117.162,3,4,Downtown,,Mobile,,Left over property from evening transient camps. Daily occurrence.,no
403,2475662,,2019-01-02T09:31:00,58,Homeless Encampment,ESD Complaint/Report,2019-03-01T00:00:00,Closed,32.75461,-117.128,3,28,North Park,,Phone,,encampment on the street.,no
404,2475664,,2019-01-02T09:32:00,12,72 Hour Violation,Parking,2019-01-14T00:00:00,Closed,32.71911,-117.122,3,8,Greater Golden Hill,,Web,,Vehicle has been parked in front of our home since 12/24/18.,no
406,2475669,,2019-01-02T09:36:00,30,Engineering - Traffic Signal Timing Review,Traffic Engineering,2019-02-01T00:00:00,Closed,32.70436,-117.096,4,37,Southeastern San Diego,,Mobile,,Right had turn lane could be widened to prevent back up all the way to the freeway exit,no
408,2475673,,2019-01-02T09:38:00,20,72 Hour Violation,Parking,2019-01-22T00:00:00,Closed,32.74695,-117.096,9,56,Mid-City:City Heights,,Web,,Car has been parked for one month or has not moved. Possible stolen?,no
409,2475675,,2019-01-02T09:39:00,2,Pothole,TSW,2019-01-04T00:00:00,Closed,32.74827,-117.245,2,23,Ocean Beach,,Web,,This block is a white concrete type material. Somehow a very large chunk of it has dislodged creating a pothole that is causing a great deal of havoc to my tires each time I go through that area or park. Since it is directly in front of my home I'm affected daily and am concerned about the effect on my car/tires. We placed the fragments on the ground near the tree adjacent to the pothole.,no
410,2475677,,2019-01-02T09:41:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.73958,-117.108,9,56,Mid-City:City Heights,,Web,,"Vehicle doors are unlocked, vehicle parked on central Avenue for 30days or more, no person or persons has claimed ownership of vehicle.",no
411,2475678,,2019-01-02T09:41:00,203,Container Left Out,ESD Complaint/Report,2019-07-24T00:00:00,Closed,32.84111,-117.261,1,10,La Jolla,,Web,,4 full trash cans left in street,no
412,2475679,,2019-01-02T09:41:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.93262,-117.148,6,15,Mira Mesa,,Phone,,,no
413,2475680,,2019-01-02T09:42:00,77,Illegal Dumping,ESD Complaint/Report,2019-03-20T00:00:00,Closed,32.73751,-117.104,9,56,Mid-City:City Heights,,Mobile,,Trash,no
414,2475681,,2019-01-02T09:43:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.79661,-117.228,2,17,Mission Bay Park,,Phone,,SELF INT,no
415,2475682,,2019-01-02T09:44:00,8,Graffiti Removal,TSW,2019-01-10T00:00:00,Closed,32.70855,-117.123,8,37,Southeastern San Diego,,Mobile,,,no
416,2475683,,2019-01-02T09:45:00,8,Graffiti Removal,TSW,2019-01-10T00:00:00,Closed,32.70668,-117.123,8,37,Southeastern San Diego,,Mobile,,,no
417,2475684,,2019-01-02T09:45:00,1,Out Late,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.97406,-117.139,5,29,Rancho Penasquitos,,Phone,,"refuse out late, requesting for pick up please.",no
418,2475685,,2019-01-02T09:47:00,14,72 Hour Violation,Parking,2019-01-16T00:00:00,Closed,32.57099,-117.097,8,25,Otay Mesa-Nestor,,Mobile,,Trailer parked for weeks with expired plates,no
419,2475687,,2019-01-02T09:50:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.91911,-117.089,5,34,Scripps Miramar Ranch,,Web,,This truck has expired plates and has been parked at this location for many weeks. Appears to be a work truck with a large container and boxes in the truck bed.,no
421,2475691,,2019-01-02T09:51:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.72511,-117.148,3,1,Balboa Park,BALBOA PARK,Mobile,,"Cars parked in Alley at 1634 Upas street, almost nightly, your map labels Upas Street as Underpass St. for some reason!",no
422,2475693,,2019-01-02T09:53:00,104,Container Left Out,ESD Complaint/Report,2019-04-16T00:00:00,Closed,32.76671,-117.132,3,28,North Park,,Phone,,Recycle bin just abandoned in street been there for weeks,no
423,2475697,,2019-01-02T09:58:00,9,Palm Frond Cleanup,TSW,2019-01-11T00:00:00,Closed,32.75838,-117.15,3,42,Uptown,,Phone,,PALM FRONDS PILED UP,no
424,2475698,,2019-01-02T09:58:00,3,Potential Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.96072,-117.088,5,5,Sabre Springs,,Phone,,recycle missed,no
425,2475699,,2019-01-02T09:58:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.88532,-117.174,6,15,Mira Mesa,,Mobile,,Rusty trailer parked for 14 days on blind curve,no
426,2475700,,2019-01-02T09:59:00,,Encroachment,ESD Complaint/Report,,Referred,32.56704,-117.062,8,33,San Ysidro,,Internal,This report has been referred to Metropolitan Transit System at customerfeedback@sdmts.com,"Overgrown weeds, trees, and bushes from North side of Beyer Blvd trolley tracks are encroaching on public sidewalk. Abatement needed.",no
427,2475701,2469197,2019-01-02T10:00:00,5,72 Hour Violation,Parking,2019-01-07T00:00:00,Closed,32.74513,-117.095,9,56,Mid-City:City Heights,,Web,,This U-Haul type vehicle covered in graffiti has been parked in the same spot for about 2 months and 2 weeks.,no
428,2475702,,2019-01-02T10:02:00,162,Other Right-of-Way Maintenance,TSW,2019-06-13T00:00:00,Closed,32.96464,-117.233,1,21,Carmel Valley,,Phone,,STREET NAME SIGN MISSING FROM INTERSECTION,no
