service_request_id,service_request_parent_id,sap_notification_number,date_requested,case_age_days,service_name,case_record_type,date_updated,status,lat,lng,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description,urgent-yes_no
2475446,,40300092888,2019-01-01T18:43:00,1,Traffic Sign - Maintain,TSW,2019-01-03T00:00:00,Closed,32.73553333,-117.1304695,3,28,North Park,,Mobile,,Stop sign at the corner of Palm & Dale have been knocked over.,
2475447,,40300092913,2019-01-01T18:47:00,43,Street Light Out,TSW,2019-02-13T00:00:00,Closed,32.7023778,-117.0342386,4,44,Skyline-Paradise Hills,,Web,,Post with street light out for a couple of days now across the street from 7658 Skyline dr.,
2475448,,40300092858,2019-01-01T18:49:00,281,Other Right-of-Way Maintenance,TSW,2019-10-09T00:00:00,Closed,32.786261,-117.174344,7,12,Linda Vista,,Mobile,,Abandoned road construction  signs. Been sitting for 6+ months.,
2475449,2475448,,2019-01-01T18:51:00,281,Other,TSW,2019-10-09T00:00:00,Closed,32.786049,-117.174312,7,12,Linda Vista,,Mobile,,Abandoned road construction signs. Left about 6+ months ago,
2475450,2475448,,2019-01-01T18:52:00,281,Other,TSW,2019-10-09T00:00:00,Closed,32.786277,-117.174522,7,12,Linda Vista,,Mobile,,More abandoned road construction signs.,
2475452,2475448,,2019-01-01T18:54:00,281,Other,TSW,2019-10-09T00:00:00,Closed,32.786174,-117.17413,7,12,Linda Vista,,Mobile,,Another abandoned road construction sign,
2475453,,,2019-01-01T18:57:00,,Dead Animal,ESD Complaint/Report,,Referred,32.9280463,-117.2407788,1,40,Torrey Pines,,Web,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,Deceased animal on shoulder of the right side on road.,
2475454,,,2019-01-01T19:01:00,106,Dead Animal,ESD Complaint/Report,2019-04-17T00:00:00,Closed,32.8464513,-117.2447847,1,10,La Jolla,,Web,,Two deceased animals on right shoulder on La Jolla Parkway.,
2475455,,40300092962,2019-01-01T19:13:00,5,Street Sweeping,TSW,2019-01-07T00:00:00,Closed,32.8547167,-117.2063238,1,99,University,,Web,,Glass from a car accident in the intersection of Governor Dr and Radcliff,
2475456,,40300092896,2019-01-01T19:15:00,399,Street Light Out,TSW,,In Process,32.7568319,-117.0868608,9,58,Mid-City:Kensington-Talmadge,,Web,,"All of the streets lights on 50th Street, just north of El Cajon Blvd., have not been working for a couple of weeks. Many of us neighbors have already reported the lights not turning on at night and the lights are still not fixed. Please inform all of us homeowners of the status of the repairs and when we should expect to see the lights fixed.",
2475457,,40300092897,2019-01-01T19:20:00,1,Pothole,TSW,2019-01-02T00:00:00,Closed,32.7724771,-117.0696855,9,38,College Area,,Web,,"A massive rectangular sunken pothole has formed in the median lane near Domino's Pizza at 5185 College Ave as College Avenue bisects the SDSU campus.  The pothole is getting  worse by the day.  If a motorist is driving more than 10-15 mph, the pothole is jarring and will damage vehicles. Thousands of vehicles travel this road each day.  A repair is imperative.  During the SDSU Christmas break is a perfect time to repair the pavement due to fewer vehicles from faculty, staff, and students.  This pothole will cost the city's risk management department a lot of money in repairs if this pothole is not fixed.",
2475458,,40300092914,2019-01-01T19:27:00,1,Tree/Limb Fallen/Hanging,TSW,2019-01-02T00:00:00,Closed,32.76191136,-117.1015752,9,58,Mid-City:Kensington-Talmadge,,Phone,,PALM TREE FELL BLOCKING THE SIDEWALK AND DRIVEWAY OF THE CONSUMER,
2475459,,,2019-01-01T19:36:00,1,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.73046,-117.2286,2,30,Peninsula,,Web,,"There is no license plate on this car and your app should have this as an option. This  car that has been parked since December 19, 2018. Neighbors have called your number twice with no success. We have also reported this car to a patrolman today who was in the neighborhood. This may be a stolen car after this length of time.",
2475460,,,2019-01-01T19:51:00,1,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.74400553,-117.1878626,2,14,Midway-Pacific Highway,,Mobile,,,
2475461,,40300092859,2019-01-01T19:54:00,127,Street Light Out,TSW,2019-05-09T00:00:00,Closed,32.7976214,-117.1509531,7,35,Serra Mesa,,Web,,The street lights in front of Rady Children's hospital are out. People have almost been hit in the crosswalks because there are no lights.,
2475462,,40300092907,2019-01-01T19:56:00,23,Traffic Signal Timing Issue,TSW,2019-01-24T00:00:00,Closed,32.79300967,-117.097501,7,20,Navajo,,Phone,,NOT CYCLING PROPERLY,
2475463,2470989,,2019-01-01T19:58:00,30,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.7291,-117.089663,4,57,Mid-City:Eastern Area,,Mobile,,This vehicle has been parked over two weeks by my home it's unregistered and should be towed,
2475464,,,2019-01-01T20:13:00,0,Other,TSW,2019-01-01T00:00:00,Closed,32.7789997,-117.1012161,7,19,Mission Valley,,Mobile,,See ##02453133 for additional information. Sign needs to replaced. The missing sign is located on the bike flyover path which is posted for no overnight camping.,
2475465,,,2019-01-01T20:18:00,1,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.75524,-117.08909,9,56,Mid-City:City Heights,,Web,,Car rear end BLOCKING DRIVEWAY since 12/30,
2475466,,,2019-01-01T20:26:00,,Other,TSW,,Referred,32.74944368,-117.248593,2,23,Ocean Beach,,Mobile,This report has been referred to Police CRO ? Western at sdpdwestern@pd.sandiego.gov,Apartment #4 has an increasing amount of homeless people frequenting in and out at all hours of the day and night taking excessive amounts of showers and noise disruptions. The tenant (John) is technically evicted but refuses to leave. He is a methanphetamine user and his behavior is getting more bizarre by the day. I'm concerned for everyone's safety and irritated by the noise and constant showers that affect my ability to get a hot shower with decent water pressure and consistent water pressure. The property manager is older and recommended we call the non emergency sips number,
2475467,,40300092934,2019-01-01T20:37:00,6,Traffic Sign - Maintain,TSW,2019-01-07T00:00:00,Closed,32.960972,-117.193494,1,62,Pacific Highlands Ranch,,Mobile,,Crossing sign down,
2475468,,,2019-01-01T20:40:00,,Other,TSW,,Referred,32.68884006,-117.0577157,4,44,Skyline-Paradise Hills,PARADISE HILLS CP,Mobile,This report has been referred to Police CRO ? Southeastern at sdpdsoutheastern@pd.sandiego.gov,"Saw two individuals with new couch cushions, maybe a propane canister and other items moving back into the canyon.",
2475469,,,2019-01-01T20:48:00,399,Illegal Dumping from Vehicle,ESD Complaint/Report,,In Process,32.6974034,-117.1361034,8,37,Southeastern San Diego,,Web,,White metal truck bed,
2475470,,,2019-01-01T20:49:00,1,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.755603,-117.222745,2,30,Peninsula,,Mobile,,This RV was gone for a few days and now it's back. It's been here over 72 hours already and two months last time. There are people living in it with 2 dogs. One is a pit bull. They don't clean up their large piles of poop. My friend stepped in it while getting out of my car. They let these dogs run around without leashes and my roommate says that sometimes she's afraid to leave the house.,
2475471,,,2019-01-01T21:04:00,8,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.71369,-117.12648,8,37,Southeastern San Diego,,Web,,WHT TOYT VAN PLT 6SQK989 PARKED AT LOC FOR A MONTH WITHOUT MOVING,
2475472,,40300092889,2019-01-01T21:04:00,2,Tree/Limb Fallen/Hanging,TSW,2019-01-04T00:00:00,Closed,32.75839785,-117.0759152,9,38,College Area,,Mobile,,"Not really a tree hazard, but a newly planted tree fell over from the rains.",
2475473,,,2019-01-01T21:04:00,1,Oversized Vehicle Complaints,Parking,2019-01-02T00:00:00,Closed,32.74348,-117.2442,2,23,Ocean Beach,,Web,,"Large two axle trailer, full of landscaping trimmings, attached to a large, white Chevrolet pick-up on the west side of Guizot, in the middle of the block.",
2475474,2467700,,2019-01-01T21:13:00,35,Illegal Dumping,ESD Complaint/Report,2019-02-05T00:00:00,Closed,32.83307887,-117.1870091,6,6,Clairemont Mesa,,Web,,Refrigerator dumped and been left for months.,
2475475,2475236,,2019-01-01T21:13:00,15,Illegal Dumping,ESD Complaint/Report,2019-01-17T00:00:00,Closed,32.762868,-117.114622,3,59,Mid-City:Normal Heights,,Mobile,,Water heater,
2475476,,,2019-01-01T21:19:00,,Other,TSW,,Referred,32.759125,-117.1084138,9,58,Mid-City:Kensington-Talmadge,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,Homeless encampment is growing. More tents and more homeless occupying neighborhood.,
2475477,,,2019-01-01T21:36:00,,Other,TSW,,Referred,32.93328767,-117.0896717,5,9,Miramar Ranch North,,Mobile,This report has been referred to Police CRO ? Northeastern at sdpdnortheastern@pd.sandiego.gov,Noise complaint,
2475478,,40300092926,2019-01-01T21:39:00,343,Street Light Out,TSW,2019-12-10T00:00:00,Closed,32.77757577,-117.1381979,7,19,Mission Valley,,Web,,"Multiple lights along Friars rd are out. The ones I can see from the corner of Friars and  Rio Bonito wy (including there) go west, count of 4+ what's pat the bind; I have not gone east from the location but it appears dark in that direction.",
2475479,,40300092927,2019-01-01T21:40:00,1,Pothole,TSW,2019-01-02T00:00:00,Closed,32.7497147,-117.1610394,3,42,Uptown,,Mobile,,Second request to fix the alley.,
2475480,,40300092930,2019-01-01T21:48:00,222,Sidewalk Repair Issue,TSW,2019-08-12T00:00:00,Closed,32.74546167,-117.1157138,9,56,Mid-City:City Heights,,Mobile,,This sidewalk is very muddy. Cannot walk through the sidewalk.,
2475481,,40300092964,2019-01-01T21:53:00,36,Engineering - Traffic Calming/Safety Features,Traffic Engineering,2019-02-07T00:00:00,Closed,32.7199638,-117.2443687,2,30,Peninsula,,Web,,"Hello, I live on Jennings St. (3712) in the wooded area neighborhood of San Diego. People speed down my street all day long. There is no posted speed limit anywhere. There are at least 8 children under 10 living on the block. With recent construction on Catalina Blvd and Talbot/Canon st people continue to use Jennings St to cut through.  I would like speed bumps installed. Albion st has them as well as Gage Dr has them. Someones child is gong to die without some sort of city speed control intervention. Thanks.",
2475482,,,2019-01-01T21:59:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.70335,-117.14131,8,37,Southeastern San Diego,,Mobile,,Vehicle not moved in over a week.,
2475484,,,2019-01-01T22:26:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.80766,-117.13495,7,35,Serra Mesa,,Mobile,,Parked vehicle indefinitely,
2475485,,,2019-01-01T22:29:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.79719,-117.15369,7,35,Serra Mesa,,Mobile,,Parked motorhome for weeks,
2475486,,,2019-01-01T22:31:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.79719,-117.15369,7,35,Serra Mesa,,Mobile,,Parked motorhome for weeks,
2475487,,,2019-01-01T23:11:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.72188667,-117.1644528,3,4,Downtown,,Mobile,,Parked on red kerb,
2475488,,40300092940,2019-01-01T23:23:00,41,Traffic Signal Light Out,TSW,2019-02-12T00:00:00,Closed,32.94744059,-117.237542,1,21,Carmel Valley,,Web,,"Red traffic light signal dead for the last 2 weeks.  When driving West-bound on Elijah Ct, stopping at the El Camino Real intersection, the Red signal light of the 3-color traffic light in the middle does not work.  Green light works OK. Don't know about the yellow light.  This is the traffic light in the middle above the driveway/ramp area between the San Diego Police Dept. Northwestern Division office and the Carmel Valley Skate Park area.  Please fix!  Thanks!",
2475489,,40300092931,2019-01-01T23:54:00,28,Traffic Sign - Maintain,TSW,2019-01-29T00:00:00,Closed,32.7796834,-117.0998385,7,20,Navajo,,Phone,,"PER PD, WHERE IT INTERSECTS WITH MISSION GORGE RD, ""STOP"" SIGN IS DOWN.",
2475490,,,2019-01-02T00:04:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.80608237,-117.2349654,2,27,Pacific Beach,,Mobile,,Unknown vehicle parked and blocking driveway,
2475491,,40300092898,2019-01-02T00:27:00,399,Pavement Repair Issue,TSW,,In Process,32.705742,-117.149437,3,4,Downtown,,Mobile,,The street has cracks and missing pieces of road,
2475495,,40300092908,2019-01-02T01:03:00,28,Traffic Signal Light Out,TSW,2019-01-30T00:00:00,Closed,32.71213416,-117.0492066,4,44,Skyline-Paradise Hills,,Phone,,DAVID @ 619-263-1392 RED LIGHT WILL SOMETIMES BE COMPLETELY OUT. IT WOULD WORK AT TIMES BUT SOMETIMES NOT.  HAPPENING ONLY AT NIGHT TIME.,
2475496,,,2019-01-02T03:33:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.78159,-117.08255,7,20,Navajo,,Web,,"This Honda Accord has been parked on the street in front of building # 14 at address 5432 Adobe Falls rd., san Diego, 92120 for two months (all of November and all of December).  Last days in November paper slips have been put under the windshield wipers and nobody has removed them. I would think the battery is drained by now. Car looks abandoned.",
2475497,,,2019-01-02T03:40:00,5,72 Hour Violation,Parking,2019-01-07T00:00:00,Closed,32.75524,-117.08909,9,56,Mid-City:City Heights,,Web,,Parked more than 72 hours AND blocking portion of home driveway,
2475498,,,2019-01-02T03:58:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.78159,-117.08255,7,20,Navajo,,Web,,"This vehicle has been Parked on the public street in front of building #14 on adobe Falls rd. for two and a week. ( Last week in October, all of November, all of December). I Would think the battery would be drained by now, looks abandoned.",
2475499,,,2019-01-02T04:28:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.82665,-117.14175,6,50,Kearny Mesa,,Web,,Car park in same spot for 7 day,
2475500,,40300092915,2019-01-02T05:08:00,2,Pothole,TSW,2019-01-04T00:00:00,Closed,32.7995346,-117.2314195,2,27,Pacific Beach,,Web,,The entire alley needs redone there is a 4 foot wide drop off 3 inches deep down the middle of the alley 10 feet long and reoccurring at different places. Tires are getting stuck on the edges and its dangerous causing steering issues. Please send someone out to view.Â ,
2475501,,40300092917,2019-01-02T05:12:00,13,Pavement Repair Issue,TSW,2019-01-15T00:00:00,Closed,32.7992832,-117.2330672,2,27,Pacific Beach,,Web,,The entire alley needs redone there is a 4 foot wide drop off 3 inches deep down the middle of the alley 10 feet long and reoccurring at different places. Tires are getting stuck on the edges and its dangerous causing steering issues. Please send someone out to view.Â  Pothole was halfway fixed but not flattened. This is beyond that. It's the alley between grand and Thomas.,
2475502,2408092,,2019-01-02T06:02:00,83,Street Light Out,TSW,2019-03-26T00:00:00,Closed,32.74941803,-117.1301362,3,28,North Park,,Mobile,,Circuit of cobra lights on west side of 30th between Lincoln Ave and North Park Way not working again,
2475503,,40300092899,2019-01-02T06:05:00,40,Traffic Signal Timing Issue,TSW,2019-02-12T00:00:00,Closed,33.01862334,-117.0754253,5,31,Rancho Bernardo,,Phone,,"PER PD, LIGHT IS STUCK IN RED ON ALL DIRECTIONS.",
2475504,,,2019-01-02T06:06:00,,OTHER,TSW,,Referred,32.74914177,-117.1619969,3,42,Uptown,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,,
2475505,,40300092909,2019-01-02T06:22:00,28,Traffic Signal Timing Issue,TSW,2019-01-30T00:00:00,Closed,32.76303421,-117.1064358,9,58,Mid-City:Kensington-Talmadge,KENSINGTON NP,Mobile,,South east crossing signal button does not trigger the crosswalk for pedestrians,
2475506,,,2019-01-02T06:31:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.945583,-117.225343,1,21,Carmel Valley,,Phone,,,
2475507,,,2019-01-02T06:34:00,27,Damaged Container,ESD Complaint/Report,2019-01-29T00:00:00,Closed,32.7378165,-117.2443598,2,30,Peninsula,,Phone,,,
2475508,2475298,,2019-01-02T06:36:00,105,Dead Animal,ESD Complaint/Report,2019-04-17T00:00:00,Closed,32.8195673,-117.1962517,6,6,Clairemont Mesa,,Phone,,Dead Raccoon in gutter,
2475509,,,2019-01-02T06:37:00,9,Recycling Contamination,ESD Complaint/Report,2019-01-11T00:00:00,Closed,32.7483652,-117.2453423,2,23,Ocean Beach,,Phone,,,
2475510,,,2019-01-02T06:44:00,9,Damaged Container,ESD Complaint/Report,2019-01-11T00:00:00,Closed,32.7429399,-117.2462994,2,23,Ocean Beach,,Phone,,,
2475512,,,2019-01-02T06:46:00,9,Damaged Container,ESD Complaint/Report,2019-01-11T00:00:00,Closed,32.7440983,-117.2469217,2,23,Ocean Beach,,Phone,,,
2475513,,,2019-01-02T06:47:00,7,Damaged Container,ESD Complaint/Report,2019-01-09T00:00:00,Closed,32.7434315,-117.2473967,2,23,Ocean Beach,,Phone,,,
2475514,,40300092960,2019-01-02T06:48:00,0,Traffic Signal Head Turned,TSW,2019-01-02T00:00:00,Closed,32.79292368,-117.0976724,7,20,Navajo,,Web,,"The signalthat should be facing up Zion is facing toward mission gorge, AND STILL FUNCTIONING!",
2475515,2468859,,2019-01-02T06:50:00,22,Graffiti Removal,TSW,2019-01-24T00:00:00,Closed,32.964368,-117.091685,5,5,Sabre Springs,,Mobile,,"Graphitti saying ""Hillside Strangler"" on stop sign at bus station",
2475517,,,2019-01-02T07:02:00,12,72 Hour Violation,Parking,2019-01-14T00:00:00,Closed,32.75057247,-117.2313527,2,30,Peninsula,,Mobile,,Abandoned Vehicle,
2475518,,40300092932,2019-01-02T07:02:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.8074429,-117.016283,7,20,Navajo,,Web,,Numerous potholes in front of 8482 & 8492 Highwood Dr.,
2475519,,,2019-01-02T07:03:00,5,Illegal Dumping,ESD Complaint/Report,2019-01-07T00:00:00,Closed,32.7390175,-117.2543383,2,23,Ocean Beach,,Mobile,,Illegal dumping constantly behind apartment complex,
2475521,,,2019-01-02T07:10:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.74125338,-117.1482664,3,42,Uptown,,Mobile,,Cars parking in alley/ fire lane,
2475523,,,2019-01-02T07:14:00,5,Graffiti Removal - Code Enforcement,TSW,2019-01-07T00:00:00,Closed,32.75003,-117.1019833,9,56,Mid-City:City Heights,,Mobile,,,
2475524,,,2019-01-02T07:15:00,0,Citizen Contact,Parking,2019-01-02T00:00:00,Closed,32.79139,-117.2512,2,27,Pacific Beach,,Mobile,,Van owner belongings blocking sidewalk. He is living in this van and using the sidewalk to store his stuff,
2475525,,,2019-01-02T07:25:00,3,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.8068068,-117.0751101,7,20,Navajo,,Phone,,MIssed trash,
2475526,,40300092916,2019-01-02T07:26:00,23,Street Light Out,TSW,2019-01-25T00:00:00,Closed,32.9039321,-117.1442763,6,15,Mira Mesa,,Web,,The street light is out in front of 8343 Gold Coast Dr San Diego.Dont no the light is damage or not bcuz it?s too high to see but for sure is not working bcuz not turn on at night,
2475527,,,2019-01-02T07:27:00,0,Potential Missed Collection,ESD Complaint/Report,2019-01-02T00:00:00,Closed,33.0228492,-117.0645826,5,31,Rancho Bernardo,,Phone,,,
2475528,,40300092952,2019-01-02T07:28:00,2,Traffic Signal On Flash,TSW,2019-01-04T00:00:00,Closed,32.821721,-117.144414,6,50,Kearny Mesa,,Mobile,,Lights are all flashing red,
2475529,,,2019-01-02T07:31:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.732239,-117.2511462,2,30,Peninsula,,Phone,,,
2475530,,,2019-01-02T07:33:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.79243074,-117.078167,7,20,Navajo,,Mobile,,There is an abandoned and stripped boat that has been parked in the alley for several weeks.,
2475531,,,2019-01-02T07:35:00,0,Out Late,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.9260369,-117.0589739,5,34,Scripps Miramar Ranch,,Phone,,"trash put out late, multiple neighbors, street is being slurried",
2475532,,,2019-01-02T07:36:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.67829482,-117.0683908,4,44,Skyline-Paradise Hills,,Mobile,,Truck been parked for over 11 days,
2475534,,40300092933,2019-01-02T07:36:00,2,Pothole,TSW,2019-01-04T00:00:00,Closed,32.757602,-117.079342,9,57,Mid-City:Eastern Area,,Mobile,,Potholes near south crosswalk on 54th St. & El Cajon Blvd.,
2475535,,,2019-01-02T07:37:00,1,Out Late,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.7199583,-117.2364249,2,30,Peninsula,,Phone,,greens out late,
2475536,,,2019-01-02T07:37:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.74893667,-117.1006695,9,56,Mid-City:City Heights,,Mobile,,"This blue car has been on the street, wrapped in foil for weeks. Please remove it.",
2475537,,,2019-01-02T07:41:00,13,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.7699,-117.07771,9,38,College Area,,Web,,Car has been parked in this spot for about a week.,
2475538,,,2019-01-02T07:42:00,,Other,TSW,,Referred,32.74446424,-117.2325806,2,30,Peninsula,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,Homeless camp and tons of garbage in the canyon behind sea colony . I couldn't get a picture because it was to hidden behind the trees I saw it when walking my dog in the back of sea colony . It's a mess .,
2475539,,,2019-01-02T07:45:00,1,Out Late,ESD Complaint/Report,2019-01-03T00:00:00,Closed,33.0263949,-117.0745125,5,31,Rancho Bernardo,,Phone,,put trash out late,
2475540,,,2019-01-02T07:46:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.81177,-117.15332,6,50,Kearny Mesa,,Web,,parked on the street for months with broken winshield,
2475541,2467397,,2019-01-02T07:47:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.7396179,-117.1057116,9,56,Mid-City:City Heights,,Mobile,,Abandoned car here for months flat tire,
2475542,,,2019-01-02T07:48:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.79951,-117.09119,7,20,Navajo,,Web,,Motorhome parked on street for more than 72 hours.,
2475543,,,2019-01-02T07:50:00,16,72 Hour Violation,Parking,2019-01-18T00:00:00,Closed,32.76498,-117.1958617,2,12,Linda Vista,,Mobile,,Vehicle continually parked on Reilly St. in violation of the 72 hr limit.,
2475544,2466797,,2019-01-02T07:51:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.74605,-117.16281,3,42,Uptown,,Web,,"Parked unmoved for more than 72 hours (weeks and weeks). 5th time reported, still unmoved. Front tires not curbed, on a hill.",
2475545,2475528,,2019-01-02T07:53:00,2,Traffic Signal On Flash,TSW,2019-01-04T00:00:00,Closed,32.8216562,-117.1444371,6,50,Kearny Mesa,,Web,,I think that this intersection has been non-op since before Christmas,
2475547,,,2019-01-02T07:58:00,105,Dead Animal,ESD Complaint/Report,2019-04-17T00:00:00,Closed,32.9657047,-117.134789,5,29,Rancho Penasquitos,,Phone,,Dead black cat on strip between sidewalk and street,
2475548,2459553,,2019-01-02T07:59:00,398,Street Flooded,TSW,,Closed,32.762781,-117.139769,3,28,North Park,,Mobile,This report has been referred to Water Repair (PUD) at water@sandiego.gov,Leaking water main?,
2475549,,40300092928,2019-01-02T08:01:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.80962,-117.259407,2,27,Pacific Beach,,Mobile,,Large pothole at the corner of Agate Street and La Jolla Mesa Drive,
2475550,,40300092970,2019-01-02T08:06:00,27,Paint Curb - Maintain,TSW,2019-01-29T00:00:00,Closed,32.7494591,-117.1052643,9,56,Mid-City:City Heights,,Web,,Please repaint MTS Bus Zone 7 Red faded badly.  All red zone directly in front of MKT Pharmacy to corner intersection south curbside.  Please evaluate all corners at this immediate intersection Marlborough & University Ave.  Thank you!,
2475551,2408097,,2019-01-02T08:07:00,16,Illegal Dumping,ESD Complaint/Report,2019-01-18T00:00:00,Closed,32.7148455,-117.1563003,3,4,Downtown,,Mobile,,,
2475553,,,2019-01-02T08:11:00,55,Graffiti Removal,TSW,2019-02-26T00:00:00,Closed,32.69655644,-117.1132301,9,37,Southeastern San Diego,,Crew/Self Generated,,,
2475554,,,2019-01-02T08:13:00,40,Graffiti Removal,TSW,2019-02-11T00:00:00,Closed,32.69648395,-117.1130635,9,37,Southeastern San Diego,,Crew/Self Generated,,,
2475555,,,2019-01-02T08:13:00,258,Trenches,TSW ROW,2019-09-17T00:00:00,Closed,32.8641904,-117.2362763,1,10,La Jolla,,,,TRENCH PLATES UNSAFE,
2475560,,,2019-01-02T08:19:00,,Other,TSW,,Referred,32.7309301,-117.1702003,3,42,Uptown,,Web,This report has been referred to TSW Sanitation (Human Excrement) at sanreq@sandiego.gov,Human waste can be found on the sidewalk DIRECTLY ACROSS THE STREET FROM 2519 Columbia Street.  It is located on the freeway side of Columbia.  This is a Hep A risk for families living on the street who have to walk past this human waste.  Please remove it.,
2475561,,,2019-01-02T08:24:00,3,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.832344,-117.277289,1,10,La Jolla,,Email,,,
2475562,,,2019-01-02T08:26:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.8727221,-117.2488267,1,10,La Jolla,,Phone,,,
2475563,,,2019-01-02T08:26:00,0,Out Late,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.9930282,-117.0862345,5,29,Rancho Penasquitos,,Phone,,"out late, requesting for pick up please.",
2475564,,,2019-01-02T08:26:00,3,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,,,,,,,Email,,,
2475565,,40300092941,2019-01-02T08:26:00,251,Tree Trimming Contract,TSW,2019-09-10T00:00:00,Closed,32.84107,-117.2817215,1,10,La Jolla,,Web,,"These palms are located at 300 coast Blvd, the are not property of the Parks Department and need to be trimmed.",
2475567,2438787,,2019-01-02T08:30:00,51,Illegal Dumping,ESD Complaint/Report,2019-02-22T00:00:00,Closed,32.8896817,-117.1717856,6,15,Mira Mesa,,Mobile,,,
2475568,2433600,,2019-01-02T08:30:00,398,,Storm Water Code Enforcement,,Closed,32.70348928,-117.14823,8,2,Barrio Logan,,Mobile,This report has been referred to Water Repair (PUD) at water@sandiego.gov,,
2475569,,,2019-01-02T08:30:00,0,Out Late,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.9958753,-117.0861656,5,29,Rancho Penasquitos,,Phone,,put the trash out late,
2475571,,,2019-01-02T08:35:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,33.01833,-117.09594,5,31,Rancho Bernardo,,Mobile,,Trailer in No Parking Zone,
2475573,,,2019-01-02T08:38:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.8325693,-117.2626055,1,10,La Jolla,,Phone,,Missed recycling,
2475574,2404632,,2019-01-02T08:38:00,15,Homeless Encampment,ESD Complaint/Report,2019-01-17T00:00:00,Closed,32.7137984,-117.1708701,3,4,Downtown,,Mobile,,,
2475575,,,2019-01-02T08:39:00,5,Graffiti Removal - Code Enforcement,TSW,2019-01-07T00:00:00,Closed,32.74848,-117.1594083,3,42,Uptown,,Mobile,,,
2475576,,,2019-01-02T08:42:00,104,Litter,ESD Complaint/Report,2019-04-16T00:00:00,Closed,32.7493556,-117.148787,3,42,Uptown,,Mobile,,tub of trash on the street blocking parking spots,
2475577,,,2019-01-02T08:46:00,1,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.69724,-117.11522,9,37,Southeastern San Diego,,Web,,Car has been parked for over two weeks and it?s damaged in the front,
2475579,,,2019-01-02T08:46:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.73653,-117.25333,2,23,Ocean Beach,,Web,,Car has been parked there for more than a week. I do not recognize this car as being owned by a person who lives on this street.,
2475580,2469680,,2019-01-02T08:46:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.91963,-117.14597,6,15,Mira Mesa,,Web,,trailer parked with junk in it and not hooked up to a vehicle. trailer parked across from 8270 Valdosta ave,
2475581,,,2019-01-02T08:46:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.75824,-117.14887,3,42,Uptown,,Web,,Parked here for more than a week,
