id,service_request_id,service_request_parent_id,date_requested,case_age_days,service_name,case_record_type,date_updated,status,lat,lng,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description,urgent
1847,2477628,2469259,2019-01-04T13:45:00,33,Graffiti Removal,TSW,2019-02-06T00:00:00,Closed,32.73079,-117.089,4,57,Mid-City:Eastern Area,,Phone,,Graffiti on a fence,no
1850,2477631,,2019-01-04T13:45:00,28,Traffic Sign - Maintain,TSW,2019-02-01T00:00:00,Closed,32.74069,-117.211,2,30,Peninsula,,Mobile,,No parking sign north liberty station big sign,no
1851,2477632,,2019-01-04T13:46:00,,Graffiti Removal,TSW,,Referred,32.79461,-117.081,7,20,Navajo,,Mobile,This report has been referred to PW Facilities Maintenance at facilitiesmaint@sandiego.gov,Graffiti on the green fencing outside of the Allied Gardens pool which is on Glenroy St.,no
1852,2477633,,2019-01-04T13:48:00,19,Graffiti Removal,TSW,2019-01-23T00:00:00,Closed,32.74596,-117.16,3,42,Uptown,,Mobile,,Remove graffiti,no
1853,2477634,,2019-01-04T13:50:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.74994,-117.126,3,28,North Park,,Phone,,"missed in alley, requesting for pick up please.",no
1854,2477635,,2019-01-04T13:50:00,,Street Flooded,TSW,,Referred,32.74555,-117.128,3,28,North Park,,Mobile,This report has been referred to Water Repair (PUD) at water@sandiego.gov,Flooded sidewalk,no
1855,2477636,,2019-01-04T13:53:00,21,Traffic Sign - Maintain,TSW,2019-01-25T00:00:00,Closed,32.74072,-117.21,2,30,Peninsula,,Mobile,,Wrong way,no
1856,2477637,,2019-01-04T13:55:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.56265,-117.048,8,33,San Ysidro,,Phone,,Missed my street has been pick up.,no
1857,2477638,,2019-01-04T13:55:00,0,Potential Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.71149,-117.028,4,44,Skyline-Paradise Hills,,Phone,,"refuse missed, requesting for pick up please.",no
1858,2477639,,2019-01-04T13:56:00,24,Traffic Sign - Maintain,TSW,2019-01-28T00:00:00,Closed,32.74084,-117.21,2,30,Peninsula,,Mobile,,No parking sign,no
1859,2477642,,2019-01-04T14:00:00,5,Pothole,TSW,2019-01-09T00:00:00,Closed,32.83241,-117.183,6,6,Clairemont Mesa,,Web,,pothole was not repaired properly. This is a second request.,no
1860,2477643,2475629,2019-01-04T14:02:00,6,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.71521,-117.109,9,37,Southeastern San Diego,,Mobile,,Truck and boat parked for one month and a week!!,no
1861,2477644,,2019-01-04T14:02:00,,OTHER,TSW,,Referred,32.71236,-117.148,3,4,Downtown,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,,no
1862,2477647,2477639,2019-01-04T14:04:00,24,Traffic Sign - Maintain,TSW,2019-01-28T00:00:00,Closed,32.74124,-117.21,2,30,Peninsula,,Mobile,,No parking sign,no
1863,2477648,,2019-01-04T14:04:00,0,72 Hour Violation,Parking,2019-01-04T00:00:00,Closed,32.80255,-117.168,7,12,Linda Vista,,Web,,Vehicle has not moved been parked there for over 90 days I'm aware of this because I work at Walmart and it's parked out on the public street with cobwebs and there's a foul smell coming out of it the vehicle is an operable and I believe there's somebody living in it cobwebs and foul smells coming out from the vehicle the vehicle does not run for a long time,no
1864,2477649,,2019-01-04T14:05:00,3,72 Hour Violation,Parking,2019-01-07T00:00:00,Closed,32.83256,-117.183,6,6,Clairemont Mesa,,Web,,This Lexus IS 250 has been parked at the beginning of our street for over 1 week and has not moved.,no
1865,2477651,,2019-01-04T14:06:00,11,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.78307,-117.169,7,12,Linda Vista,,Mobile,,Has been parked here for over a week. Appears abandoned. Vomit all over right side tire/door. Possibly abandoned after driving drunk?,no
1866,2477652,,2019-01-04T14:10:00,7,Missed Collection,ESD Complaint/Report,2019-01-11T00:00:00,Closed,32.77491,-117.177,7,12,Linda Vista,,Phone,,Missed x-mas tree collection,no
1867,2477654,,2019-01-04T14:14:00,3,Illegal Dumping,ESD Complaint/Report,2019-01-07T00:00:00,Closed,,,,,,,Phone,,carpet left on street infront of address,no
1868,2477656,,2019-01-04T14:14:00,10,72 Hour Violation,Parking,2019-01-14T00:00:00,Closed,32.73726,-117.222,2,30,Peninsula,,Mobile,,Parked in front of our house for the last six days. No movement.,no
1869,2477657,,2019-01-04T14:14:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.76082,-117.132,3,28,North Park,,Phone,,"Missed, requesting for pick up please.",no
1870,2477658,,2019-01-04T14:16:00,24,Pothole,TSW,2019-01-28T00:00:00,Closed,32.79889,-117.233,2,27,Pacific Beach,,Phone,,Re-do the entire alley,no
1871,2477659,,2019-01-04T14:17:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.55548,-117.051,8,33,San Ysidro,,Phone,,Missed Trash Street has been pick up already,no
1872,2477660,,2019-01-04T14:18:00,1,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.71682,-117.063,4,11,Encanto Neighborhoods,,Web,,Missed trash pick up,no
1873,2477661,,2019-01-04T14:18:00,3,Illegal Dumping,ESD Complaint/Report,2019-01-07T00:00:00,Closed,32.75825,-117.137,3,28,North Park,,Phone,,water heater left in alley,no
1874,2477662,,2019-01-04T14:19:00,5,Illegal Dumping,ESD Complaint/Report,2019-01-09T00:00:00,Closed,32.79588,-117.248,2,27,Pacific Beach,,Phone,,grill and large carpet left in alley,no
1875,2477663,,2019-01-04T14:19:00,102,Container Left Out,ESD Complaint/Report,2019-04-16T00:00:00,Closed,32.75836,-117.138,3,28,North Park,,Phone,,cans left out overflowing,no
1876,2477664,,2019-01-04T14:20:00,1,Collections Truck Spill,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.75825,-117.137,3,28,North Park,,Phone,,"cans left out overflowing, spilling out when dumped",no
1877,2477665,,2019-01-04T14:20:00,24,Traffic Sign - Maintain,TSW,2019-01-28T00:00:00,Closed,32.73889,-117.21,2,30,Peninsula,,Mobile,,Bottom part of stop sign  all way ,no
1878,2477666,2470661,2019-01-04T14:21:00,6,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.81637,-117.184,6,6,Clairemont Mesa,,Web,,Car has been parked in same place for over 3 weeks.,no
1879,2477667,,2019-01-04T14:22:00,11,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.56503,-117.026,8,26,Otay Mesa,,Mobile,,Parked in front of my house and has not moved for more than 14 days.,no
1880,2477668,,2019-01-04T14:22:00,0,72 Hour Violation,Parking,2019-01-04T00:00:00,Closed,32.79584,-117.202,2,6,Clairemont Mesa,,Web,,"This Pickup truck with attached trailer and boat have been parked in same place for months. Also, behind this vehicle, is a wrecked, non operational pickup/camper that has been parked in same place even longer. It is partially covered with a tarp.",no
1881,2477669,,2019-01-04T14:23:00,11,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.73734,-117.128,3,28,North Park,,Web,,"Abandoned vehicle, since 12/24/2018, expensive car, garbage inside.",no
1882,2477670,,2019-01-04T14:24:00,82,ENGINEERING - CIP SIDEWALK EVALUATION,TSW,2019-03-27T00:00:00,Closed,32.71065,-117.049,4,44,Skyline-Paradise Hills,,Phone,,CP STATES RAIN WATER DRAINS DOWN SIDEWALK AND CAUSES MUD TO FLOW INTO THE ST,no
1883,2477672,,2019-01-04T14:25:00,5,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.81637,-117.184,6,6,Clairemont Mesa,,Web,,Car parked over 2 weeks,no
1884,2477675,2476286,2019-01-04T14:28:00,125,Illegal Dumping,ESD Complaint/Report,2019-05-09T00:00:00,Closed,32.54824,-117.052,8,33,San Ysidro,,Web,,20 buckets is dirt and grass,no
1885,2477676,,2019-01-04T14:28:00,0,Traffic Signal Light Out,TSW,2019-01-05T00:00:00,Closed,32.75127,-117.205,2,14,Midway-Pacific Highway,,Phone,,NB green light out,no
1886,2477678,2476876,2019-01-04T14:29:00,3,Graffiti Removal,TSW,2019-01-07T00:00:00,Closed,32.72316,-117.131,3,8,Greater Golden Hill,,Mobile,,,no
1887,2477680,,2019-01-04T14:30:00,,Other,TSW,,Referred,32.92271,-117.108,5,9,Miramar Ranch North,,Mobile,This report has been referred to Police CRO ? Northeastern at sdpdnortheastern@pd.sandiego.gov,Teenagers smoking pot in their cars. Parked in front of lookout point on Breckenridge Dr. They are here everyday/night (different kids) all doing the same thing. Especially on weekends and holidays. This area needs to be monitored more closely. I've seen drug deals on several occasions...it's always teenagers.,no
1888,2477681,,2019-01-04T14:30:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.55887,-117.055,8,33,San Ysidro,,Phone,,Missed Trash my street was pick up already,no
1889,2477682,2477648,2019-01-04T14:31:00,0,72 Hour Violation,Parking,2019-01-04T00:00:00,Closed,32.80255,-117.168,7,12,Linda Vista,,Web,,vehicle has not moved for three months and is inoperable it doesn't run I saw the owner tow it there three months ago,no
1890,2477683,2477665,2019-01-04T14:31:00,24,Traffic Sign - Maintain,TSW,2019-01-28T00:00:00,Closed,32.73889,-117.21,2,30,Peninsula,,Mobile,,Bottom part of stop sign  all way ,no
1891,2477685,,2019-01-04T14:31:00,23,Traffic Sign - Maintain,TSW,2019-01-28T00:00:00,Closed,32.74121,-117.212,2,30,Peninsula,,Mobile,,No parking sign,no
1892,2477686,,2019-01-04T14:33:00,1,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,41.878,-93.0977,,,,,Email,,,no
1893,2477687,,2019-01-04T14:33:00,103,Dead Animal,ESD Complaint/Report,2019-04-17T00:00:00,Closed,32.8209,-117.185,6,6,Clairemont Mesa,,Phone,,Possum in gutter,no
1894,2477688,,2019-01-04T14:33:00,1,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.75184,-117.126,3,28,North Park,,Email,,,no
1895,2477690,,2019-01-04T14:36:00,19,72 Hour Violation,Parking,2019-01-23T00:00:00,Closed,32.75739,-117.108,9,58,Mid-City:Kensington-Talmadge,,Mobile,,Car has had a flat tire for the last month or longer and has not been moved.,no
1896,2477692,,2019-01-04T14:37:00,115,Code Enforcement Quality of Life Issue,DSD,2019-04-29T00:00:00,Closed,32.74961,-117.105,9,56,Mid-City:City Heights,,Mobile,,"This narrow sidewalk is almost entirely blocked with feather flag banners, A-frame signs and a mascot from the shop named Fiesta Insurance.They have feather flag banners at both sides of the bus shelter which is not only not permitted but also a liability for both, MTS and city of SD",no
1897,2477693,,2019-01-04T14:38:00,396,Missed Collection,ESD Complaint/Report,,Closed,32.90307,-117.156,6,15,Mira Mesa,,Web,,"Left Recycle bins and trash bins in front of my house by 8:15 AM Wednesday, Jan 2, 2019. Trash was picked up but not recycles.",no
1898,2477696,,2019-01-04T14:39:00,0,Traffic Signal Light Out,TSW,2019-01-04T00:00:00,Closed,32.74945,-117.1,9,56,Mid-City:City Heights,,Mobile,,This pedestrian sign in the south side of the street is not working . When the button is pressed only the other side lites.,no
1899,2477698,160473,2019-01-04T14:41:00,221,Sidewalk Repair Issue,TSW,2019-08-13T00:00:00,Closed,32.73036,-117.124,3,28,North Park,,Web,,"Raised in multiple places, it is a hazard",no
1900,2477699,2473060,2019-01-04T14:41:00,36,,Storm Water Code Enforcement,2019-02-09T00:00:00,Closed,32.71542,-117.068,4,11,Encanto Neighborhoods,,Phone,,CP STATES THAT CONSTRUCTION SITE ON 6000 BLOCK OF BROADWAY NEAR 60TH IS ALLOWING MUD AND OTHER DEBRIS FROM THEIR BULLDOZERS TO FLOW INTO STREET AND CAUSE DRAINS TO BACK UP AND FLOOD STREETS.,no
1901,2477702,,2019-01-04T14:45:00,19,72 Hour Violation,Parking,2019-01-23T00:00:00,Closed,32.75724,-117.108,9,58,Mid-City:Kensington-Talmadge,,Mobile,,Doesn't run been parked in same spot over a month,no
1902,2477703,,2019-01-04T14:45:00,0,Traffic Signal Timing Issue,TSW,2019-01-05T00:00:00,Closed,32.79476,-117.163,7,12,Linda Vista,,Mobile,,It took 6 minutes for the light to change when I tried to make a left on to Linda Vista Rd from Wheatley Street,no
1903,2477704,,2019-01-04T14:47:00,396,Remove/Spray Weeds,TSW,,In Process,32.79467,-117.163,7,12,Linda Vista,,Mobile,,Shrubbery needs to be trimmed to make it safe to make a right turn,no
1904,2477705,,2019-01-04T14:47:00,10,72 Hour Violation,Parking,2019-01-14T00:00:00,Closed,32.75805,-117.13,3,28,North Park,,Mobile,,Abandoned red Toyota sedan,no
1905,2477706,,2019-01-04T14:48:00,3,Traffic Sign - Maintain,TSW,2019-01-07T00:00:00,Closed,32.81751,-117.272,1,10,La Jolla,,Phone,,A FRAME SIGNS BLOCKING SIDEWALK RP WOULD LIKE TO KNOW HOW TO FOLLOW UP ON THIS SO IT DOES NOT CONTINUE TO HAPPEN,no
1906,2477707,,2019-01-04T14:48:00,19,72 Hour Violation,Parking,2019-01-23T00:00:00,Closed,32.75742,-117.108,9,58,Mid-City:Kensington-Talmadge,,Mobile,,Parked over 3 weeks without moving,no
1907,2477709,,2019-01-04T14:50:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,34.08329,-118.265,,,,,Phone,,Missed trash,no
1909,2477712,,2019-01-04T14:53:00,14,72 Hour Violation,Parking,2019-01-18T00:00:00,Closed,32.84821,-117.258,1,10,La Jolla,,Web,,Car ((Accent) has been parked on the street over two weeks.,no
1910,2477713,,2019-01-04T14:53:00,19,72 Hour Violation,Parking,2019-01-23T00:00:00,Closed,32.75756,-117.108,9,58,Mid-City:Kensington-Talmadge,,Mobile,,"Parked over 3 weeks without moving, they wipe your chalk markings off and wipe off cob webs or push cars to move a foot or so then tells me how they make fun of parking enforcement not catching them. Been going on for years just finally tired of not having a place to park. I'm a disabled USMC Veteran and can't even park in front of my own home. Please help",no
1911,2477714,,2019-01-04T14:54:00,5,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.7649,-117.111,3,59,Mid-City:Normal Heights,,Mobile,,Car parked since Dec 31. Violation of Code 72.122 owner unknown to neighborhood residents.,no
1912,2477715,,2019-01-04T14:54:00,1,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.72005,-117.112,9,56,Mid-City:City Heights,,Phone,,Missed Trash,no
1913,2477716,,2019-01-04T14:54:00,4,Pothole,TSW,2019-01-08T00:00:00,Closed,32.7599,-117.066,9,57,Mid-City:Eastern Area,,Mobile,,The entire 6100 block of Acorn is full of potholes,no
1915,2477719,,2019-01-04T14:57:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.6934,-117.082,4,11,Encanto Neighborhoods,,Phone,,Mised trash,no
1916,2477721,,2019-01-04T14:58:00,19,72 Hour Violation,Parking,2019-01-23T00:00:00,Closed,32.75776,-117.108,9,58,Mid-City:Kensington-Talmadge,,Mobile,,"Parked over 2 weeks in same spot, wipes cobwebs off before parking enforcement comes, they have 12 cars parked on Central ave",no
1917,2477722,,2019-01-04T14:58:00,,Graffiti Removal,TSW,,Referred,32.66808,-117.052,4,44,Skyline-Paradise Hills,,Mobile,This report has been referred to Park and Recreation at askparks@sandiego.gov,,no
1918,2477723,,2019-01-04T14:58:00,3,72 Hour Violation,Parking,2019-01-07T00:00:00,Closed,32.76639,-117.087,9,58,Mid-City:Kensington-Talmadge,,Web,,It appears that someone abandoned this motorcycle in front of my house. It doesn?t belong to any neighbors and has been parked here for two weeks.,no
1919,2477724,,2019-01-04T15:00:00,1,Oversized Vehicle Complaints,Parking,2019-01-05T00:00:00,Closed,32.7678,-117.042,9,57,Mid-City:Eastern Area,,Web,,Has been there over 3 days and is a commercial vehicle taking up at least 2-3 parking spots. Says JetStar express on door. vin#7dx69700 also on door Tags are expired Dec 2018,no
1920,2477725,,2019-01-04T15:00:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.57814,-117.024,8,26,Otay Mesa,,Phone,,Missed trash,no
1921,2477726,,2019-01-04T15:00:00,89,Graffiti Removal,TSW,2019-04-03T00:00:00,Closed,32.6968,-117.14,8,2,Barrio Logan,,Mobile,,,no
1922,2477727,,2019-01-04T15:00:00,1,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.81721,-117.195,6,6,Clairemont Mesa,,Phone,,Missed trash - 2 cans,no
1923,2477728,,2019-01-04T15:01:00,19,72 Hour Violation,Parking,2019-01-23T00:00:00,Closed,32.75758,-117.108,9,58,Mid-City:Kensington-Talmadge,,Mobile,,"Doesn't run and parked over a month, they push it and wipe cob webs off so parking enforcement doesn't know",no
1924,2477729,,2019-01-04T15:02:00,4,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.70454,-117.141,8,37,Southeastern San Diego,,Web,,It's been parked in front of my house for 5 days,no
1925,2477730,2477729,2019-01-04T15:03:00,4,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.70454,-117.141,8,37,Southeastern San Diego,,Web,,It's been parked in front of my house for 5 days,no
1926,2477731,,2019-01-04T15:04:00,4,Street Sweeping,TSW,2019-01-08T00:00:00,Closed,33.00468,-117.089,5,31,Rancho Bernardo,,Mobile,,Glass on street near 15357 Maturin Dr.,no
1927,2477732,,2019-01-04T15:04:00,12,DRAINAGE CULVERT CLOGGED,TSW,2019-01-16T00:00:00,Closed,32.73791,-117.061,4,57,Mid-City:Eastern Area,CHOLLAS CP,Mobile,,Clogged,no
1928,2477735,,2019-01-04T15:08:00,0,Traffic Signal Light Out,TSW,2019-01-04T00:00:00,Closed,32.80642,-117.243,2,27,Pacific Beach,,Mobile,,Cross walk isn't illuminating.,no
1929,2477737,,2019-01-04T15:08:00,396,Pavement Surface Flow Issue,TSW,,In Process,32.75494,-117.144,3,28,North Park,,Mobile,,Multiple large potholes on Florida Street right outside 7-11.,no
1931,2477740,,2019-01-04T15:15:00,4,Homeless Encampment,ESD Complaint/Report,2019-01-08T00:00:00,Closed,32.75957,-117.161,7,19,Mission Valley,,999,,,no
1932,2477741,,2019-01-04T15:16:00,1,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.56201,-117.056,8,33,San Ysidro,,Phone,,Missed Trash on manual pick up Container fell in truck,no
1933,2477742,2477355,2019-01-04T15:17:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.5615,-117.075,8,25,Otay Mesa-Nestor,,Phone,,Missed trash,no
1934,2477743,,2019-01-04T15:18:00,1,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.5747,-117.053,8,25,Otay Mesa-Nestor,,Phone,,Missed Trash,no
1935,2477744,,2019-01-04T15:20:00,396,Tree Stump Grinding - Contract,TSW,,In Process,32.85228,-117.194,1,99,University,,Phone,,18ft tree fallen in to rd,no
1936,2477745,,2019-01-04T15:20:00,56,Engineering - Striping/Signage Review,Traffic Engineering,2019-03-01T00:00:00,Closed,33.02302,-117.075,5,31,Rancho Bernardo,,Mobile,,"Eliminate No U-Turn Sign. After the widening of Rancho Bernardo Road at Bernardo Center, the prohibition on U Turns from Eastbound Rancho Bernardo Road back to Westbound Rancho Bernardo Road in front of the Arco/Mobil seems unnecessary. Can you please reevaluate this sign now that the road has been widened? Thank you!",no
1937,2477746,,2019-01-04T15:20:00,5,Missed Collection,ESD Complaint/Report,2019-01-09T00:00:00,Closed,32.70083,-117.14,8,37,Southeastern San Diego,,Email,,,no
1938,2477747,2471006,2019-01-04T15:22:00,11,Illegal Dumping,ESD Complaint/Report,2019-01-15T00:00:00,Closed,32.74953,-117.151,3,42,Uptown,,Web,,Box of litter and trash dumped in parkway.,no
1939,2477748,,2019-01-04T15:22:00,103,Dead Animal,ESD Complaint/Report,2019-04-17T00:00:00,Closed,32.9338,-117.084,5,9,Miramar Ranch North,,Web,,It appears to be a skunk or other similar looking animal.,no
1940,2477750,,2019-01-04T15:23:00,396,Missed Collection,ESD Complaint/Report,,Closed,32.71048,-117.064,4,11,Encanto Neighborhoods,,Web,,Not sure why my blue recycling wasn?t picked up,no
1941,2477751,,2019-01-04T15:24:00,,Other,TSW,,Referred,32.81057,-117.269,1,10,La Jolla,,Mobile,This report has been referred to Water Repair (PUD) at water@sandiego.gov,Water fountain at southwest section of calumet park does not drain properly and overflows.,no
1942,2477752,,2019-01-04T15:26:00,3,72 Hour Violation,Parking,2019-01-07T00:00:00,Closed,32.81645,-117.177,6,6,Clairemont Mesa,,Mobile,,Blue Kenworth truck,no
1943,2477753,,2019-01-04T15:26:00,3,Homeless Encampment,ESD Complaint/Report,2019-01-07T00:00:00,Closed,32.77504,-117.127,7,19,Mission Valley,,Phone,,,no
1944,2477755,,2019-01-04T15:26:00,74,Graffiti Removal,TSW,2019-03-19T00:00:00,Closed,32.75612,-117.13,3,28,North Park,,Mobile,,,no
1945,2477756,,2019-01-04T15:27:00,7,Graffiti Removal,TSW,2019-01-11T00:00:00,Closed,32.71261,-117.155,3,4,Downtown,,Phone,,,no
1946,2477757,,2019-01-04T15:30:00,3,Missed Collection,ESD Complaint/Report,2019-01-07T00:00:00,Closed,32.58159,-117.008,8,26,Otay Mesa,,Phone,,refuse and recycle not collected for entire street,no
1947,2477758,,2019-01-04T15:30:00,73,Graffiti Removal,TSW,2019-03-18T00:00:00,Closed,32.70738,-117.149,3,4,Downtown,,Mobile,,,no
1948,2477759,,2019-01-04T15:30:00,3,Missed Collection,ESD Complaint/Report,2019-01-07T00:00:00,Closed,32.58159,-117.008,8,26,Otay Mesa,,Phone,,refuse and recycle not collected for entire street,no
1949,2477760,,2019-01-04T15:30:00,7,Graffiti Removal,TSW,2019-01-11T00:00:00,Closed,32.71261,-117.155,3,4,Downtown,,Phone,,,no
1950,2477761,,2019-01-04T15:30:00,,Graffiti Removal,TSW,,Referred,32.7121,-117.154,3,4,Downtown,,Mobile,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,,no
1951,2477763,2471214,2019-01-04T15:31:00,19,Graffiti Removal,TSW,2019-01-23T00:00:00,Closed,32.81716,-117.175,6,6,Clairemont Mesa,,Mobile,,The vandals are back wit a vengeance. They scrawled this one tall & long on the same fence that just was painted. The south facing side of this residence along Mt Aguilar.,no
1952,2477764,,2019-01-04T15:31:00,69,Graffiti Removal,TSW,2019-03-14T00:00:00,Closed,32.70737,-117.149,3,4,Downtown,,Mobile,,,no
1953,2477765,2477761,2019-01-04T15:31:00,,Graffiti Removal,TSW,,Referred,32.71211,-117.154,3,4,Downtown,,Mobile,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,,no
1954,2477766,,2019-01-04T15:32:00,15,Homeless Encampment,ESD Complaint/Report,2019-01-19T00:00:00,Closed,32.78038,-117.121,7,19,Mission Valley,,999,,,no
1955,2477767,,2019-01-04T15:32:00,35,Graffiti Removal,TSW,2019-02-08T00:00:00,Closed,32.71223,-117.154,3,4,Downtown,,Mobile,,,no
1956,2477768,,2019-01-04T15:33:00,12,72 Hour Violation,Parking,2019-01-16T00:00:00,Closed,32.86163,-117.212,1,99,University,,Web,,SUV has been sitting in the same spot for several weeks.,no
1957,2477769,,2019-01-04T15:33:00,35,Graffiti Removal,TSW,2019-02-08T00:00:00,Closed,32.71246,-117.154,3,4,Downtown,,Mobile,,,no
1958,2477770,,2019-01-04T15:33:00,,Pothole,TSW,,Referred,32.69192,-117.137,8,2,Barrio Logan,,Mobile,This report has been referred to Metropolitan Transit System at customerfeedback@sdmts.com,The road crossing over the train track is so dangerous I've almost fallen off my motorcycle MULTIPLE TIMES.,no
1959,2477773,2475856,2019-01-04T15:34:00,5,Homeless Encampment,ESD Complaint/Report,2019-01-09T00:00:00,Closed,32.7403,-117.255,2,23,Ocean Beach,,Mobile,,Homeless camp on trail below stairs at end of Orchard Ave,no
1960,2477774,,2019-01-04T15:34:00,35,Graffiti Removal,TSW,2019-02-08T00:00:00,Closed,32.713,-117.154,3,4,Downtown,,Mobile,,,no
1961,2477775,,2019-01-04T15:35:00,4,Sidewalk Repair Issue,TSW,2019-01-08T00:00:00,Closed,32.72903,-117.13,3,8,Greater Golden Hill,,Web,,"NOTE: BARRICADE MISSING BIKE RACK AREA: Missing/stolen bike rack, screws sticking up from sidewalk are dangerous to pedestrians",no
1962,2477776,,2019-01-04T15:35:00,12,72 Hour Violation,Parking,2019-01-16T00:00:00,Closed,32.86163,-117.212,1,99,University,,Web,,"Car has been parked in the same spot for several weeks, never moving.",no
1963,2477777,,2019-01-04T15:36:00,35,Graffiti Removal,TSW,2019-02-08T00:00:00,Closed,32.71348,-117.154,3,4,Downtown,,Mobile,,,no
1964,2477778,155418,2019-01-04T15:37:00,396,Evaluate for Resurfacing,TSW,,In Process,32.69278,-117.136,8,2,Barrio Logan,,Mobile,,Intersection of 27th and Main St. the road needs to be repaved. I've almost fallen off my motorcycle here. It's my main route to work,no
1965,2477779,,2019-01-04T15:37:00,1,72 Hour Violation,Parking,2019-01-05T00:00:00,Closed,32.74726,-117.13,3,28,North Park,,Mobile,,Living in vehicle. Parked here for two weeks. Leaving trash...,no
1966,2477780,,2019-01-04T15:39:00,3,Missed Collection,ESD Complaint/Report,2019-01-07T00:00:00,Closed,41.92795,-87.6992,,,,,Phone,,Missed trash,no
1967,2477781,,2019-01-04T15:39:00,13,Graffiti Removal,TSW,2019-01-17T00:00:00,Closed,32.71454,-117.155,3,4,Downtown,,Mobile,,,no
1968,2477782,,2019-01-04T15:40:00,,Sidewalk Repair Issue,TSW,,Referred,32.70962,-117.149,3,4,Downtown,,Mobile,This report has been referred to Graffiti ? ATT Telephone Booths / Cable Box at graffiti@att.com,Communication tower cover missing wiring exposed north west corner of 17th and J St.,no
1969,2477783,,2019-01-04T15:41:00,4,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.74037,-117.089,9,56,Mid-City:City Heights,,Web,,Car been parked there over 72hrs and took up the space no other car can fit unless you have a small car.,no
1970,2477784,,2019-01-04T15:41:00,102,Graffiti Removal,TSW,2019-04-16T00:00:00,Closed,32.71455,-117.155,3,4,Downtown,,Mobile,,,no
1971,2477785,,2019-01-04T15:42:00,35,Graffiti Removal,TSW,2019-02-08T00:00:00,Closed,32.71409,-117.155,3,4,Downtown,,Mobile,,,no
1972,2477786,,2019-01-04T15:42:00,3,Traffic Sign - Maintain,TSW,2019-01-07T00:00:00,Closed,32.81208,-117.26,1,10,La Jolla,,Mobile,,There are FOUR signs missing in the median PLUS a no pedestrian crossing sign on the west side! This was reported months ago and is a safety issue!,no
1973,2477788,,2019-01-04T15:43:00,,Graffiti Removal,TSW,,Referred,32.71363,-117.155,3,4,Downtown,,Mobile,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,,no
1975,2477790,,2019-01-04T15:46:00,10,Graffiti Removal - Code Enforcement,TSW,2019-01-14T00:00:00,Closed,32.74713,-117.13,3,28,North Park,,Web,,,no
1976,2477791,,2019-01-04T15:46:00,1,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.72981,-117.053,4,11,Encanto Neighborhoods,,Phone,,"Resident reported...refuse, greenery and recycling not collected for entire street.",no
1977,2477792,,2019-01-04T15:47:00,1,Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,40.03645,-105.254,,,,,Phone,,Missed trash,no
1978,2477793,,2019-01-04T15:47:00,3,Missed Collection,ESD Complaint/Report,2019-01-07T00:00:00,Closed,32.71211,-117.032,4,44,Skyline-Paradise Hills,,Phone,,Missed Green,no
